result
28
42
67
82
109
110
113
129
140
134
149
120
134
156
150
146
146
136
150
156
164
163
128
148
151
149
164
155
162
175
161
161
174
167
170
177
174
194
198
189
176
182
165
175
181
179
180
186
164
185
186
185
187
188
172
168
176
186
185
183
