result
26
36
81
85
106
114
114
111
133
105
107
116
122
103
136
96
121
99
126
111
124
130
124
121
112
115
106
119
127
108
112
126
129
96
129
99
135
111
108
128
121
126
118
115
110
115
116
129
108
129
116
125
127
107
120
113
119
124
122
118
